Zona,Area,Qualidade,AnoConstrucao,QualidadeAquecimento,Banheiros,Quartos_t1,Quartos_t2,Comodos,Lareiras,Garagem,Preco
RL,9018.0,7,2007.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,179540.0
RL,10140.0,6,1974.0,TA,2.0,3.0,4.0,7.0,1.0,2.0,165000.0
RL,10000.0,5,1973.0,Gd,1.0,3.0,4.0,5.0,1.0,2.0,157000.0
RL,7314.0,7,2007.0,Ex,2.0,2.0,3.0,6.0,0.0,2.0,194500.0
RL,9590.0,7,2003.0,Ex,2.0,3.0,4.0,6.0,1.0,2.0,187500.0
RL,9313.0,7,2004.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,190000.0
RL,8450.0,7,2000.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,179000.0
RL,7750.0,7,2003.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,162000.0
RL,7930.0,6,1969.0,Gd,1.0,3.0,4.0,5.0,0.0,2.0,156000.0
RL,10421.0,7,1988.0,TA,2.0,3.0,4.0,7.0,1.0,2.0,196500.0
RL,7875.0,7,1995.0,Gd,2.0,3.0,4.0,6.0,1.0,2.0,176000.0
RL,7153.0,6,1992.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,175900.0
RL,9101.0,5,1978.0,Ex,1.0,1.0,2.0,4.0,1.0,2.0,165500.0
RL,9790.0,6,1967.0,TA,2.0,3.0,4.0,7.0,1.0,2.0,161500.0
RL,10832.0,7,1994.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,194500.0
RL,8400.0,6,1980.0,TA,2.0,3.0,4.0,7.0,1.0,2.0,171000.0
RL,8199.0,7,2005.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,189000.0
RL,8816.0,6,1971.0,Gd,1.0,3.0,4.0,6.0,0.0,2.0,155000.0
RL,7226.0,7,2003.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,183000.0
RL,8529.0,7,2001.0,Ex,2.0,3.0,4.0,6.0,1.0,2.0,189000.0
RL,10004.0,6,1964.0,TA,1.0,3.0,4.0,6.0,0.0,2.0,167000.0
RM,8100.0,5,1948.0,Gd,1.0,2.0,3.0,5.0,0.0,2.0,153500.0
RL,9020.0,6,1966.0,TA,1.0,3.0,4.0,6.0,0.0,2.0,174900.0
RL,9600.0,6,1976.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,187000.0
RL,8125.0,6,1994.0,Gd,2.0,3.0,4.0,6.0,1.0,2.0,174000.0
RL,7024.0,5,2005.0,Gd,1.0,2.0,3.0,5.0,0.0,2.0,157000.0
RL,9636.0,6,1992.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,178000.0
RL,11184.0,6,1978.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,172500.0
RL,8414.0,6,1963.0,TA,1.0,3.0,4.0,6.0,0.0,1.0,154500.0
RL,8712.0,5,1957.0,TA,1.0,2.0,3.0,5.0,0.0,1.0,153000.0
RL,7875.0,7,2003.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,180000.0
RL,11029.0,6,1958.0,Ex,1.0,3.0,4.0,6.0,1.0,2.0,176500.0
RL,10237.0,6,2005.0,Ex,2.0,3.0,4.0,6.0,1.0,2.0,169990.0
RL,8012.0,6,1993.0,Ex,2.0,2.0,3.0,5.0,1.0,2.0,193000.0
RL,8487.0,7,2004.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,190000.0
RL,10083.0,7,2003.0,Ex,2.0,2.0,3.0,5.0,0.0,2.0,184900.0
RL,9360.0,6,1972.0,TA,1.0,3.0,4.0,5.0,1.0,2.0,197500.0
RL,8450.0,7,2003.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,185000.0
RL,10237.0,6,2005.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,178900.0
RL,9600.0,5,1940.0,Ex,1.0,2.0,3.0,7.0,2.0,1.0,160000.0
RL,9760.0,6,1964.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,187000.0
RL,8846.0,6,2005.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,173900.0
RL,11717.0,6,1970.0,TA,2.0,2.0,3.0,6.0,1.0,2.0,185000.0
RL,10784.0,7,1991.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,160000.0
RL,7024.0,4,2005.0,Ex,1.0,2.0,3.0,5.0,0.0,2.0,176000.0
RL,7406.0,7,2006.0,Ex,2.0,2.0,3.0,6.0,0.0,2.0,194000.0
RL,9300.0,5,1960.0,TA,1.0,3.0,4.0,6.0,2.0,2.0,167500.0
RL,8993.0,7,2007.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,176485.0
RL,11361.0,6,1976.0,TA,2.0,3.0,4.0,7.0,1.0,2.0,180000.0
RL,7052.0,7,2005.0,Ex,2.0,2.0,3.0,6.0,1.0,2.0,185850.0
RL,7837.0,6,1993.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,178000.0
RL,7950.0,6,1977.0,TA,1.0,3.0,4.0,6.0,0.0,2.0,159500.0
RL,8556.0,7,2006.0,Ex,2.0,2.0,3.0,5.0,0.0,3.0,194000.0
RL,8749.0,7,2002.0,Ex,2.0,3.0,4.0,6.0,1.0,2.0,192000.0
RL,8800.0,6,1964.0,TA,1.0,3.0,4.0,6.0,2.0,1.0,160000.0
RL,9317.0,6,2006.0,Gd,2.0,3.0,4.0,6.0,1.0,2.0,176432.0
RL,8910.0,6,1959.0,Ex,1.0,3.0,4.0,6.0,1.0,2.0,159500.0
RL,10357.0,7,1990.0,Gd,2.0,3.0,4.0,6.0,1.0,2.0,179900.0
RL,8063.0,6,2000.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,181000.0
RL,8000.0,6,1995.0,Gd,2.0,3.0,4.0,8.0,1.0,2.0,188000.0
RL,7750.0,8,2002.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,184100.0
RL,9125.0,7,1992.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,163900.0
RL,8773.0,6,1997.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,169000.0
RL,9819.0,6,1977.0,TA,2.0,2.0,3.0,5.0,2.0,2.0,196000.0
RL,11200.0,6,1985.0,TA,2.0,3.0,4.0,5.0,1.0,2.0,180000.0
RL,9350.0,5,1965.0,Gd,2.0,3.0,4.0,6.0,1.0,2.0,179900.0
RL,10852.0,6,2000.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,173000.0
RL,9120.0,6,1958.0,Ex,1.0,3.0,4.0,6.0,1.0,2.0,163000.0
RL,8935.0,7,2002.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,195000.0
RL,7500.0,7,1999.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,189000.0
RL,8029.0,6,2005.0,Ex,2.0,3.0,4.0,8.0,0.0,2.0,176000.0
RL,9100.0,7,2001.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,178000.0
RL,10400.0,7,1998.0,Ex,2.0,3.0,4.0,6.0,0.0,2.0,197900.0
RL,10140.0,5,1975.0,Ex,1.0,3.0,4.0,6.0,0.0,2.0,153500.0
RL,9135.0,6,2003.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,200000.0
RL,11218.0,6,1992.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,189000.0
RL,10625.0,7,1974.0,TA,2.0,3.0,4.0,6.0,2.0,2.0,170000.0
RL,9587.0,7,2005.0,Ex,2.0,2.0,3.0,5.0,0.0,2.0,190000.0
RL,9156.0,6,1968.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,185750.0
RL,11512.0,6,1959.0,Gd,1.0,2.0,3.0,5.0,1.0,1.0,177000.0
RL,8049.0,7,1990.0,TA,2.0,2.0,3.0,6.0,1.0,2.0,180000.0
RL,8700.0,5,1963.0,Gd,2.0,3.0,4.0,6.0,0.0,2.0,155000.0
RL,7500.0,5,1959.0,Ex,1.0,3.0,4.0,6.0,0.0,1.0,154000.0
RL,7500.0,6,1942.0,Fa,1.0,3.0,4.0,7.0,2.0,1.0,177500.0
RL,7153.0,6,1991.0,Gd,2.0,3.0,4.0,6.0,0.0,2.0,179200.0
RL,8400.0,6,1957.0,Gd,1.0,3.0,4.0,6.0,2.0,2.0,156500.0
RL,10186.0,7,1992.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,190000.0
RL,9084.0,7,1998.0,Gd,2.0,3.0,4.0,8.0,1.0,2.0,176500.0
RL,9650.0,6,1977.0,TA,2.0,2.0,3.0,6.0,1.0,2.0,167900.0
RL,8499.0,6,2006.0,Ex,2.0,3.0,4.0,6.0,1.0,2.0,156932.0
RL,9179.0,7,1999.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,193000.0
RL,9600.0,6,1955.0,Gd,1.0,3.0,4.0,8.0,1.0,1.0,165500.0
RL,9735.0,5,2006.0,Gd,2.0,3.0,4.0,7.0,0.0,2.0,167500.0
RL,7415.0,6,2004.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,193000.0
RL,11700.0,6,1968.0,Gd,2.0,3.0,4.0,7.0,1.0,2.0,179900.0
RL,10261.0,6,2000.0,Ex,2.0,3.0,4.0,8.0,1.0,2.0,186500.0
RL,8400.0,6,1962.0,TA,1.0,3.0,4.0,7.0,1.0,2.0,174000.0
RL,11584.0,7,1979.0,TA,2.0,3.0,4.0,6.0,1.0,2.0,197000.0
RL,8500.0,7,2004.0,Ex,2.0,3.0,4.0,7.0,0.0,2.0,179600.0
RL,7917.0,6,1999.0,Ex,2.0,3.0,4.0,7.0,1.0,2.0,175000.0
